# Time-averaged data for fix OUT
# TimeStep v_vT v_rho v_ent
175000 499.623 7.25218 -4.89977
176000 500.996 7.24862 -4.9049
177000 499.481 7.25017 -4.90437
178000 501.086 7.25202 -4.89903
179000 498.31 7.24931 -4.90505
180000 500.051 7.25173 -4.90046
181000 498.781 7.25343 -4.89655
182000 502.514 7.25047 -4.90154
183000 500.244 7.24858 -4.90374
184000 501.569 7.25384 -4.89673
185000 502.38 7.24873 -4.90456
186000 497.708 7.24903 -4.90499
187000 498.606 7.25127 -4.89988
188000 499.871 7.25273 -4.8981
189000 500.002 7.24775 -4.90593
190000 498.948 7.25136 -4.90129
191000 501.04 7.25029 -4.90223
192000 503.005 7.2462 -4.90857
193000 496.888 7.25016 -4.90343
194000 500.264 7.25117 -4.90211
195000 497.141 7.25122 -4.9021
196000 501.131 7.25159 -4.90062
197000 499.552 7.25257 -4.89947
198000 501.414 7.25079 -4.90053
199000 499.741 7.25134 -4.90065
200000 498.417 7.25146 -4.90092
201000 499.762 7.24915 -4.90447
202000 501.769 7.25325 -4.89867
203000 497.845 7.2529 -4.89987
204000 499.965 7.24961 -4.90321
205000 497.979 7.25241 -4.8995
206000 502.103 7.25015 -4.90219
207000 500.309 7.25371 -4.89804
208000 497.181 7.24927 -4.90346
209000 500.547 7.25098 -4.90263
210000 499.61 7.25305 -4.89736
211000 500.276 7.24821 -4.90705
212000 504.459 7.25221 -4.89804
213000 498.996 7.25152 -4.89932
214000 499.306 7.25104 -4.90224
215000 501.255 7.24886 -4.90342
216000 495.955 7.25466 -4.89613
217000 500.115 7.24827 -4.90521
218000 500.53 7.25026 -4.90088
219000 497.83 7.25045 -4.90162
220000 502.463 7.25189 -4.89775
221000 499.863 7.25105 -4.90088
222000 497.95 7.25362 -4.89812
223000 498.263 7.25046 -4.90331
224000 501.25 7.24931 -4.90477
225000 501.135 7.25145 -4.89852
226000 498.423 7.25099 -4.90172
227000 497.017 7.24961 -4.90229
228000 500.714 7.25468 -4.8957
229000 500.988 7.24917 -4.90327
230000 496.288 7.25066 -4.90405
231000 500.561 7.25255 -4.89778
232000 497.897 7.24833 -4.90527
233000 499.999 7.25069 -4.90291
234000 501.338 7.25039 -4.90279
235000 497.212 7.2511 -4.90244
236000 500.841 7.25152 -4.90113
237000 500.216 7.2525 -4.89795
238000 499.332 7.25042 -4.90052
239000 501.97 7.2503 -4.9023
240000 499.102 7.25041 -4.902
241000 500.527 7.24887 -4.90442
242000 501.881 7.25428 -4.89567
243000 500.382 7.24846 -4.90582
244000 498.294 7.2521 -4.8998
245000 498.279 7.25363 -4.89855
246000 500.501 7.25101 -4.90139
247000 500.317 7.24928 -4.90235
248000 498.588 7.25163 -4.89892
249000 499.024 7.25146 -4.9025
250000 500.25 7.24862 -4.90511
251000 498.883 7.25262 -4.89944
252000 501.437 7.24892 -4.90469
253000 501.883 7.24879 -4.90411
254000 497.958 7.25186 -4.90072
255000 499.243 7.2505 -4.90291
256000 502.186 7.25098 -4.90093
257000 503.659 7.25252 -4.89775
258000 499.516 7.25069 -4.90047
259000 500.227 7.2527 -4.89899
260000 499.572 7.24735 -4.9074
261000 503.198 7.25196 -4.89978
262000 498.548 7.24638 -4.90926
263000 499.671 7.25043 -4.90205
264000 503.18 7.25156 -4.89969
265000 499.585 7.24924 -4.90509
266000 497.983 7.24983 -4.90168
267000 501.396 7.25148 -4.90138
268000 500.007 7.25088 -4.90103
269000 499.632 7.24911 -4.90426
270000 503.245 7.25324 -4.89583
271000 499.754 7.24929 -4.9033
272000 500.692 7.2502 -4.90305
273000 501.5 7.25116 -4.90025
274000 500.915 7.25117 -4.90162
275000 500.699 7.25045 -4.90116
276000 502.141 7.25221 -4.89957
277000 498.988 7.25232 -4.89895
278000 498.886 7.24984 -4.90361
279000 500.913 7.25146 -4.90072
280000 500.486 7.25097 -4.90093
281000 498.293 7.24902 -4.90472
282000 502.303 7.25251 -4.89846
283000 500.499 7.25306 -4.89765
284000 498.994 7.25129 -4.90158
285000 498.582 7.25001 -4.90371
286000 499.988 7.25341 -4.89745
287000 501.03 7.24765 -4.90758
288000 496.146 7.25088 -4.90313
289000 499.919 7.25029 -4.90255
290000 503.302 7.25187 -4.89859
291000 499.695 7.2493 -4.90402
292000 499.833 7.24928 -4.90427
293000 501.873 7.25092 -4.90119
294000 495.572 7.25117 -4.90224
295000 499.733 7.25108 -4.90178
296000 498.178 7.25128 -4.90163
297000 500.295 7.25076 -4.90052
298000 503.557 7.25499 -4.89217
299000 499.834 7.24852 -4.9052
300000 501.88 7.2493 -4.90387
301000 502.085 7.25293 -4.89932
302000 503.115 7.24831 -4.90285
303000 500.748 7.25111 -4.90157
304000 497.987 7.2532 -4.89828
305000 500.418 7.24887 -4.90404
306000 498.858 7.24991 -4.903
307000 500.682 7.2528 -4.89816
308000 501.882 7.25102 -4.90112
309000 500.75 7.24899 -4.90365
310000 498.243 7.25254 -4.89959
311000 497.88 7.25089 -4.90111
312000 500.375 7.24855 -4.90518
313000 499.597 7.25365 -4.89731
314000 498.443 7.25047 -4.90224
315000 497.861 7.25023 -4.90346
316000 502.084 7.25336 -4.89795
317000 500.795 7.24758 -4.90589
318000 500.192 7.25038 -4.9007
319000 499.939 7.25175 -4.8979
320000 497.833 7.25016 -4.90282
321000 500.606 7.24899 -4.90408
322000 502.297 7.25103 -4.90082
323000 500.844 7.24889 -4.90504
324000 503.762 7.24908 -4.90197
325000 500.958 7.25327 -4.89785
326000 496.636 7.25176 -4.90066
327000 501.414 7.24909 -4.90314
328000 501.188 7.25157 -4.89987
329000 495.03 7.25379 -4.89769
330000 501.823 7.24869 -4.90457
331000 496.853 7.25201 -4.89898
332000 502.122 7.25164 -4.89849
333000 499.658 7.24924 -4.90418
334000 501.644 7.24975 -4.90292
335000 496.413 7.2538 -4.89867
336000 499.015 7.24926 -4.90421
337000 499.252 7.25362 -4.89631
338000 498.095 7.25077 -4.90196
339000 500.583 7.25207 -4.89889
340000 499.342 7.24968 -4.90357
341000 498.65 7.25149 -4.90002
342000 501.9 7.25302 -4.89841
343000 500.352 7.24866 -4.90573
344000 501.587 7.24798 -4.90592
345000 500.722 7.25277 -4.89862
346000 499.022 7.24826 -4.90504
347000 502.16 7.25176 -4.89956
348000 500.985 7.25156 -4.90056
349000 499.862 7.25165 -4.89962
350000 498.873 7.25151 -4.90228
351000 501.756 7.25132 -4.90003
352000 499.738 7.24864 -4.90703
353000 499.677 7.254 -4.89759
354000 500.127 7.25068 -4.90214
355000 501.294 7.25104 -4.90107
356000 500.049 7.24858 -4.90398
357000 500.961 7.25151 -4.90073
358000 500.099 7.25038 -4.90262
359000 497.293 7.25347 -4.89769
360000 498.841 7.24986 -4.90252
361000 498.444 7.25072 -4.90359
362000 499.964 7.25448 -4.89472
363000 496.783 7.2534 -4.89879
364000 497.556 7.24967 -4.90251
365000 499.192 7.25056 -4.90251
366000 500.342 7.2506 -4.90016
367000 499.893 7.25158 -4.90114
368000 503.698 7.25265 -4.89846
369000 499.78 7.24776 -4.9072
370000 498.931 7.25096 -4.90262
371000 499.373 7.25136 -4.89898
372000 500.776 7.24968 -4.90315
373000 498.277 7.25353 -4.89802
374000 501.041 7.25216 -4.89939
375000 497.892 7.24996 -4.90276
376000 498.62 7.2518 -4.89918
377000 501.27 7.25197 -4.90003
378000 499 7.24885 -4.90531
379000 499.982 7.25301 -4.89901
380000 500.269 7.25168 -4.90055
381000 499.213 7.25173 -4.90018
382000 500.372 7.25103 -4.90232
383000 500.687 7.25057 -4.90234
384000 498.185 7.2528 -4.89893
385000 499.379 7.24853 -4.9061
386000 498.687 7.25197 -4.89812
387000 500.357 7.25094 -4.90152
388000 496.478 7.24889 -4.9063
389000 503.877 7.25197 -4.89981
390000 498.309 7.25171 -4.90125
391000 498.158 7.2521 -4.8999
392000 501.182 7.2498 -4.90242
393000 498.018 7.2478 -4.90565
394000 500.769 7.25417 -4.89551
395000 502.386 7.24929 -4.90405
396000 497.003 7.24919 -4.90634
397000 500.37 7.2516 -4.90235
398000 500.984 7.25106 -4.90034
399000 498.18 7.25292 -4.89991
400000 500.516 7.25036 -4.90171
401000 502.442 7.25202 -4.89923
402000 498.833 7.24844 -4.90452
403000 499.977 7.25434 -4.89747
404000 501.15 7.25223 -4.89873
405000 499.843 7.25162 -4.90106
406000 498.573 7.25358 -4.89666
407000 497.644 7.25091 -4.90185
408000 500.254 7.25105 -4.90157
409000 501.066 7.25048 -4.90279
410000 499.161 7.25017 -4.90491
411000 501.074 7.25329 -4.89861
412000 501.863 7.24894 -4.90363
413000 500.643 7.2495 -4.90405
414000 501.011 7.25141 -4.90169
415000 499.694 7.24983 -4.90275
416000 502.17 7.25336 -4.89787
417000 502.014 7.24985 -4.90205
418000 499.528 7.25184 -4.90089
419000 503.124 7.25132 -4.89922
420000 499.2 7.25236 -4.89816
421000 501.156 7.24863 -4.90476
422000 500.818 7.24916 -4.90612
423000 499.571 7.25216 -4.89868
424000 497.942 7.25272 -4.89767
425000 497.823 7.2492 -4.90556
426000 500.533 7.25377 -4.89561
427000 500.204 7.25094 -4.9003
428000 502.525 7.25184 -4.89889
429000 498.793 7.25027 -4.90164
430000 501.762 7.24821 -4.90589
431000 501.408 7.25086 -4.9012
432000 499.876 7.25071 -4.90073
433000 499.947 7.25045 -4.90123
434000 499.817 7.25145 -4.89877
435000 500.075 7.25051 -4.90315
436000 499.703 7.25047 -4.90222
437000 498.746 7.24849 -4.90587
438000 498.316 7.25196 -4.89921
439000 497.394 7.25094 -4.90171
440000 501.24 7.25217 -4.89783
441000 497.645 7.25175 -4.90099
442000 500.461 7.24849 -4.90451
443000 501.283 7.25221 -4.90053
444000 499.003 7.25101 -4.90069
445000 500.175 7.24699 -4.90743
446000 497.698 7.25049 -4.90371
447000 501.879 7.25336 -4.8964
448000 501.823 7.25036 -4.90259
449000 496.894 7.25091 -4.90218
450000 501.258 7.25437 -4.89558
451000 497.635 7.24937 -4.90425
452000 499.917 7.25102 -4.90121
453000 500.471 7.2503 -4.90242
454000 501.943 7.25145 -4.90028
455000 498.565 7.25184 -4.90082
456000 498.739 7.24826 -4.90589
457000 499.862 7.25095 -4.90134
458000 499.986 7.25336 -4.89813
459000 502.256 7.2479 -4.90656
460000 497.103 7.25064 -4.9029
461000 501.225 7.25272 -4.89903
462000 499.462 7.24743 -4.90696
463000 499.807 7.25268 -4.89996
464000 497.879 7.25029 -4.90053
465000 500.317 7.25119 -4.90167
466000 500.107 7.25316 -4.89777
467000 500.456 7.24788 -4.90615
468000 501.277 7.24915 -4.9034
469000 499.394 7.25242 -4.90022
470000 500.293 7.25198 -4.89908
471000 500.492 7.24965 -4.90341
472000 498.024 7.25345 -4.89697
473000 498.401 7.25268 -4.89838
474000 502.98 7.25027 -4.90089
475000 498.067 7.25323 -4.89787
476000 497.287 7.25013 -4.90313
477000 501.138 7.25019 -4.90132
478000 498.993 7.24866 -4.90515
479000 502.97 7.25069 -4.90025
480000 501.065 7.25163 -4.89909
481000 501.82 7.24928 -4.90549
482000 501.135 7.25227 -4.89834
483000 500.654 7.253 -4.89895
484000 501.861 7.25122 -4.90064
485000 499.758 7.2528 -4.89842
486000 499.787 7.24689 -4.90629
487000 503.393 7.25293 -4.89837
488000 498.722 7.25176 -4.90055
489000 500.736 7.25158 -4.90197
490000 500.527 7.24748 -4.90607
491000 495.584 7.25278 -4.89887
492000 500.8 7.25323 -4.89594
493000 497.373 7.25044 -4.90322
494000 499.852 7.25112 -4.9
495000 500.731 7.24873 -4.90523
496000 499.187 7.25367 -4.89721
497000 499.964 7.25029 -4.90117
498000 499.602 7.24892 -4.90529
499000 499.414 7.25278 -4.89824
500000 498.088 7.2514 -4.89997
501000 499.451 7.2491 -4.90524
502000 502.542 7.25165 -4.89827
503000 499.728 7.25258 -4.89855
504000 497.103 7.24793 -4.9069
505000 499.694 7.25032 -4.90093
506000 501.187 7.25152 -4.90024
507000 498.636 7.24896 -4.90379
508000 500.161 7.25069 -4.90337
509000 501.919 7.24934 -4.9033
510000 500.5 7.25218 -4.89948
511000 500.686 7.24828 -4.90578
512000 501.709 7.25337 -4.89633
513000 499.046 7.25064 -4.90308
514000 497.581 7.25194 -4.90004
515000 500.699 7.24846 -4.90435
516000 498.477 7.25277 -4.89991
517000 501.569 7.24975 -4.90321
518000 498.274 7.24912 -4.9051
519000 502.419 7.25141 -4.8999
520000 498.498 7.24901 -4.90384
521000 502.398 7.24938 -4.90369
522000 500.428 7.25436 -4.8944
523000 501.06 7.24783 -4.90594
524000 499.037 7.24989 -4.90442
525000 500.84 7.25383 -4.8948
526000 499.527 7.25218 -4.90025
527000 500.234 7.25119 -4.90082
528000 498.686 7.25069 -4.90273
529000 502.431 7.25268 -4.89868
530000 502.694 7.24577 -4.90757
531000 501.154 7.25249 -4.90009
532000 501.194 7.25232 -4.89942
533000 498.968 7.25037 -4.90438
534000 499.319 7.2506 -4.89981
535000 498.135 7.25085 -4.90034
536000 496.902 7.24809 -4.90494
537000 503.503 7.25105 -4.89953
538000 499.012 7.25135 -4.90015
539000 502.079 7.25089 -4.9018
540000 498.842 7.24996 -4.90313
541000 501.891 7.25316 -4.89682
542000 499.903 7.25194 -4.90061
543000 500.64 7.24974 -4.90218
544000 501.872 7.24954 -4.90388
545000 498.401 7.25361 -4.8978
546000 501.27 7.25168 -4.90073
547000 501.062 7.25098 -4.90139
548000 497.35 7.25219 -4.90123
549000 500.001 7.24912 -4.90313
550000 500.208 7.25567 -4.89429
551000 501.391 7.24998 -4.90322
552000 496.18 7.24777 -4.90788
553000 498.693 7.25339 -4.8964
554000 500.214 7.24977 -4.90256
555000 503.728 7.25039 -4.90227
556000 498.24 7.25063 -4.90224
557000 499.766 7.25186 -4.90012
558000 501.834 7.25233 -4.89961
559000 502.267 7.24889 -4.90347
560000 499.409 7.25149 -4.90125
561000 500.028 7.25222 -4.89836
562000 497.83 7.24824 -4.90689
563000 499.325 7.25117 -4.90083
564000 503.892 7.25127 -4.90008
565000 498.436 7.25081 -4.9023
566000 498.674 7.24967 -4.90263
567000 501.416 7.25139 -4.89925
568000 498.592 7.25279 -4.89977
569000 500.326 7.24792 -4.90589
570000 500.428 7.25216 -4.90102
571000 501.11 7.24914 -4.90404
572000 499.99 7.25119 -4.9013
573000 501.042 7.25003 -4.90349
574000 500.173 7.25103 -4.90325
575000 500.284 7.25239 -4.89898
576000 499.411 7.25115 -4.90199
577000 503.056 7.2488 -4.90387
578000 498.63 7.25094 -4.9028
579000 499.234 7.25315 -4.89741
580000 499.4 7.25044 -4.90348
581000 499.909 7.25129 -4.89994
582000 501.894 7.25277 -4.89769
583000 498.76 7.24911 -4.90563
584000 501.393 7.25055 -4.90119
585000 497.822 7.25259 -4.898
586000 500.913 7.25201 -4.89884
587000 502.75 7.24968 -4.90252
588000 499.504 7.25255 -4.9002
589000 498.363 7.25104 -4.90019
590000 498.751 7.24981 -4.90467
591000 500.254 7.25026 -4.9017
592000 498.959 7.2534 -4.897
593000 504.256 7.24806 -4.90606
594000 499.912 7.25275 -4.89859
595000 500.012 7.2514 -4.90102
596000 498.489 7.24996 -4.90239
597000 499.088 7.25308 -4.89889
598000 500.605 7.24908 -4.90494
599000 500.078 7.25325 -4.89738
600000 497.225 7.25083 -4.90225
601000 499.331 7.25019 -4.90231
602000 503.259 7.25034 -4.90056
603000 499.538 7.25152 -4.90012
604000 499.752 7.25253 -4.90018
605000 494.826 7.248 -4.90631
606000 501.674 7.25252 -4.89918
607000 499.843 7.24876 -4.90425
608000 501.553 7.25186 -4.89893
609000 499.259 7.25177 -4.90178
610000 500.151 7.24907 -4.90527
611000 501.811 7.25107 -4.89973
612000 500.012 7.25206 -4.89958
613000 501.048 7.24886 -4.90446
614000 499.542 7.25323 -4.89871
615000 498.138 7.24918 -4.90334
616000 498.894 7.25278 -4.89869
617000 501.913 7.24866 -4.9063
618000 498.35 7.24859 -4.90478
619000 501.256 7.2517 -4.90115
620000 500.299 7.24915 -4.90455
621000 498.296 7.25307 -4.89794
622000 503.489 7.2478 -4.90503
623000 498.619 7.25119 -4.90101
624000 497.729 7.25032 -4.90084
625000 500.442 7.25107 -4.90146
626000 498.155 7.24996 -4.90184
627000 501.124 7.25199 -4.9004
628000 499.212 7.25193 -4.89746
629000 499.492 7.24979 -4.90212
630000 499.9 7.25112 -4.90002
631000 497.048 7.25106 -4.90193
632000 497.212 7.25063 -4.9017
633000 499.857 7.25095 -4.90064
634000 500.102 7.25073 -4.90177
635000 497.913 7.25053 -4.90319
636000 503.654 7.24951 -4.90323
637000 499.797 7.24988 -4.90335
638000 500.59 7.25233 -4.89834
639000 497.269 7.24924 -4.9046
640000 503.046 7.25037 -4.89996
641000 500.231 7.25131 -4.90021
642000 499.346 7.2509 -4.9026
643000 500.693 7.24934 -4.90249
644000 496.912 7.2531 -4.89819
645000 502.419 7.25068 -4.90122
646000 500.397 7.25123 -4.89928
647000 499.744 7.2477 -4.90684
648000 500.199 7.2532 -4.89772
649000 501.337 7.24993 -4.90248
650000 500.714 7.25227 -4.89983
651000 497.095 7.25226 -4.89973
652000 497.138 7.24752 -4.90734
653000 501.566 7.25055 -4.90175
654000 502.11 7.25109 -4.89969
655000 497.731 7.24787 -4.90777
656000 499.727 7.25239 -4.89892
657000 503.158 7.25011 -4.90131
658000 500.649 7.25026 -4.90246
659000 503 7.25013 -4.90177
660000 497.657 7.25082 -4.90202
661000 501.689 7.25305 -4.89729
662000 499.649 7.24831 -4.90627
663000 499.1 7.25124 -4.90104
664000 499.897 7.25398 -4.89647
665000 501.494 7.24906 -4.90508
666000 501.469 7.24856 -4.90661
667000 499.818 7.25235 -4.89926
668000 498.83 7.25225 -4.89995
669000 500.817 7.24919 -4.90389
670000 497.398 7.25083 -4.9023
671000 499.845 7.25404 -4.89541
672000 496.722 7.25135 -4.90204
673000 499.17 7.24841 -4.90463
674000 495.862 7.25255 -4.90013
675000 502.531 7.25162 -4.90058
676000 500.639 7.24968 -4.90377
677000 498.377 7.24982 -4.90429
678000 500.456 7.25157 -4.89939
679000 498.892 7.25019 -4.90354
680000 500.244 7.25443 -4.89496
681000 501.121 7.24941 -4.90472
682000 499.436 7.2507 -4.9024
683000 502.595 7.25157 -4.9
684000 499.32 7.24874 -4.90477
685000 500.74 7.25351 -4.89757
686000 502.671 7.24774 -4.90653
687000 498.192 7.25064 -4.90163
688000 498.734 7.25017 -4.90045
689000 500.898 7.24902 -4.90374
690000 500.236 7.25275 -4.89919
691000 496.781 7.2492 -4.90464
692000 502.786 7.24952 -4.9032
693000 500.353 7.25577 -4.89354
694000 500.013 7.24923 -4.90383
695000 500.163 7.25026 -4.90272
696000 497.834 7.25128 -4.90188
697000 502.14 7.24928 -4.90385
698000 499.578 7.2526 -4.9001
699000 500.119 7.25351 -4.89728
700000 505.537 7.24966 -4.90273
701000 498.837 7.24878 -4.90488
702000 498.606 7.2503 -4.90248
703000 501.078 7.25156 -4.90189
704000 498.97 7.25025 -4.90231
705000 500.622 7.25004 -4.90226
706000 499.883 7.25043 -4.90157
707000 497.286 7.25358 -4.89911
708000 499.79 7.25182 -4.89959
709000 501.171 7.24859 -4.90402
710000 501.212 7.25388 -4.89698
711000 501.658 7.25041 -4.90209
712000 500.174 7.25122 -4.89955
713000 500.654 7.24917 -4.90384
714000 499.551 7.24927 -4.90342
715000 499.442 7.2509 -4.90113
716000 499.451 7.2511 -4.90205
717000 497.844 7.25004 -4.90204
718000 499.351 7.2479 -4.90518
719000 500.756 7.25269 -4.89826
720000 497.964 7.25108 -4.90464
721000 498.473 7.24894 -4.90461
722000 501.593 7.25062 -4.90272
723000 497.916 7.25103 -4.90324
724000 500.039 7.25165 -4.9005
725000 501.823 7.25196 -4.90048
726000 500.824 7.25232 -4.8985
727000 498.052 7.24869 -4.90623
728000 500.515 7.24894 -4.90603
729000 499.801 7.25428 -4.89779
730000 497.025 7.24944 -4.90456
731000 500.683 7.24975 -4.90511
732000 499.478 7.24999 -4.90377
733000 498.709 7.25187 -4.9009
734000 502.447 7.25056 -4.90202
735000 498.963 7.25301 -4.89814
736000 500.607 7.24858 -4.90553
737000 501.201 7.24977 -4.90393
738000 501.05 7.25204 -4.90177
739000 501.79 7.24806 -4.90624
740000 501.133 7.24975 -4.90408
741000 499.315 7.25385 -4.89651
742000 500.066 7.25027 -4.90016
743000 500.103 7.25262 -4.89926
744000 498.271 7.25051 -4.9033
745000 499.817 7.25159 -4.90048
746000 498.91 7.24932 -4.90523
747000 499.898 7.24989 -4.90304
748000 500.227 7.256 -4.89196
749000 500.139 7.24904 -4.90437
750000 499.492 7.24895 -4.90326
751000 499.455 7.25169 -4.90097
752000 499.819 7.25126 -4.90027
753000 498.879 7.2501 -4.90308
754000 499.826 7.25009 -4.90115
755000 499.652 7.25355 -4.8974
756000 500.174 7.24784 -4.90691
757000 502.786 7.2533 -4.89698
758000 498.822 7.25071 -4.90122
759000 499.765 7.24799 -4.90523
760000 497.467 7.25138 -4.90147
761000 500.418 7.25026 -4.9017
762000 496.685 7.25016 -4.90285
763000 502.672 7.25123 -4.90008
764000 499.912 7.25176 -4.89933
765000 501.484 7.24667 -4.90633
766000 501.115 7.25337 -4.89666
767000 498.739 7.25021 -4.90444
768000 500.221 7.25193 -4.89988
769000 499.668 7.252 -4.89903
770000 498.769 7.25133 -4.90179
771000 502.725 7.2518 -4.89902
772000 500.967 7.24765 -4.90822
773000 500.545 7.25343 -4.89736
774000 500.763 7.25156 -4.89967
